,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
11425,Manhattan,124,1,118,Medium,278
4032,Manhattan,124,5,124,Medium,279
17347,Manhattan,124,1,168,Medium,147
3969,Manhattan,124,5,196,Medium,149
3910,Manhattan,124,5,263,Medium,236
37241,Manhattan,123,4,13,Medium,1
2988,Manhattan,123,5,14,Medium,0
358,Brooklyn,123,30,15,Medium,189
5936,Brooklyn,123,3,21,Medium,0
35195,Brooklyn,123,13,23,Medium,0
24640,Manhattan,123,3,26,Medium,0
34520,Brooklyn,123,2,27,Medium,128
23022,Manhattan,123,3,32,Medium,4
33742,Brooklyn,123,2,32,Medium,251
17156,Manhattan,123,2,33,Medium,1
25949,Manhattan,123,2,54,Medium,0
32501,Manhattan,123,3,55,Medium,53
23379,Brooklyn,123,2,62,Medium,131
15978,Brooklyn,123,4,63,Medium,67
10856,Brooklyn,123,3,141,Medium,0
6917,Manhattan,123,3,176,Medium,253
999,Brooklyn,123,3,269,Medium,158
195,Manhattan,123,1,375,Medium,328
14101,Brooklyn,122,2,11,Medium,0
14879,Manhattan,122,9,12,Medium,160
18522,Manhattan,122,5,13,Medium,0
23806,Manhattan,122,4,16,Medium,5
31753,Manhattan,122,4,17,Medium,245
35179,Brooklyn,122,3,18,Medium,61
21032,Manhattan,122,3,19,Medium,0
7341,Brooklyn,122,4,21,Medium,306
21937,Manhattan,122,6,22,Medium,15
7546,Manhattan,122,3,34,Medium,0
36778,Brooklyn,122,2,38,Medium,211
17894,Manhattan,122,1,41,Medium,8
20894,Brooklyn,122,7,43,Medium,146
6343,Brooklyn,122,3,48,Medium,256
21972,Brooklyn,122,4,59,Medium,217
32809,Manhattan,122,1,71,Medium,91
292,Manhattan,122,3,93,Medium,246
9000,Brooklyn,122,3,101,Medium,293
401,Manhattan,122,1,116,Medium,271
23418,Manhattan,122,1,120,Medium,220
3106,Brooklyn,122,7,122,Medium,364
4988,Brooklyn,122,1,157,Medium,235
919,Manhattan,121,1,16,Medium,351
10763,Brooklyn,121,2,16,Medium,0
25138,Brooklyn,121,9,21,Medium,179
15033,Brooklyn,121,20,23,Medium,294
16747,Brooklyn,121,2,24,Medium,14
1285,Brooklyn,121,2,46,Medium,0
26910,Manhattan,121,3,51,Medium,0
2791,Manhattan,121,7,76,Medium,151
206,Manhattan,121,1,104,Medium,247
3694,Brooklyn,120,5,11,Medium,2
5620,Brooklyn,120,2,11,Medium,365
8780,Manhattan,120,1,11,Medium,0
9341,Manhattan,120,7,11,Medium,2
9600,Manhattan,120,7,11,Medium,362
10365,Brooklyn,120,2,11,Medium,6
10656,Manhattan,120,2,11,Medium,263
14876,Manhattan,120,1,11,Medium,0
15413,Manhattan,120,3,11,Medium,0
20962,Manhattan,120,5,11,Medium,134
23412,Manhattan,120,12,11,Medium,0
24750,Manhattan,120,2,11,Medium,128
29617,Manhattan,120,2,11,Medium,58
37816,Brooklyn,120,3,11,Medium,71
38561,Brooklyn,120,2,11,Medium,117
39060,Brooklyn,120,2,11,Medium,62
42842,Brooklyn,120,2,11,Medium,52
1581,Brooklyn,120,3,12,Medium,15
3348,Manhattan,120,1,12,Medium,206
4245,Manhattan,120,5,12,Medium,0
5053,Brooklyn,120,3,12,Medium,0
5433,Brooklyn,120,28,12,Medium,0
7210,Brooklyn,120,21,12,Medium,22
7387,Manhattan,120,1,12,Medium,163
16519,Manhattan,120,1,12,Medium,0
16555,Manhattan,120,14,12,Medium,261
16900,Manhattan,120,1,12,Medium,338
18033,Brooklyn,120,2,12,Medium,27
31399,Manhattan,120,1,12,Medium,156
32264,Manhattan,120,3,12,Medium,105
34904,Manhattan,120,1,12,Medium,0
38103,Brooklyn,120,2,12,Medium,89
40663,Brooklyn,120,3,12,Medium,0
40727,Brooklyn,120,5,12,Medium,107
41722,Brooklyn,120,5,12,Medium,137
42831,Manhattan,120,2,12,Medium,35
2321,Brooklyn,120,3,13,Medium,201
2562,Brooklyn,120,3,13,Medium,327
9459,Manhattan,120,2,13,Medium,0
9469,Manhattan,120,1,13,Medium,0
15823,Manhattan,120,5,13,Medium,0
19059,Manhattan,120,4,13,Medium,42
19410,Manhattan,120,2,13,Medium,0
33180,Brooklyn,120,2,13,Medium,52
33279,Brooklyn,120,60,13,Medium,0
33692,Brooklyn,120,3,13,Medium,9
37394,Brooklyn,120,2,13,Medium,108
40563,Brooklyn,120,1,13,Medium,0
41121,Brooklyn,120,4,13,Medium,13
42887,Manhattan,120,5,13,Medium,14
1361,Brooklyn,120,4,14,Medium,0
3867,Brooklyn,120,30,14,Medium,108
5967,Manhattan,120,14,14,Medium,0
21038,Manhattan,120,3,14,Medium,36
22441,Manhattan,120,2,14,Medium,0
24329,Manhattan,120,7,14,Medium,64
24935,Manhattan,120,1,14,Medium,0
29717,Manhattan,120,1,14,Medium,360
34403,Manhattan,120,2,14,Medium,0
37109,Manhattan,120,2,14,Medium,365
43185,Manhattan,120,1,14,Medium,147
43553,Brooklyn,120,2,14,Medium,18
43846,Brooklyn,120,2,14,Medium,298
41,Brooklyn,120,3,15,Medium,345
2108,Brooklyn,120,6,15,Medium,9
4021,Brooklyn,120,2,15,Medium,61
8978,Brooklyn,120,2,15,Medium,334
13349,Manhattan,120,5,15,Medium,0
20803,Manhattan,120,3,15,Medium,15
34939,Manhattan,120,14,15,Medium,0
36426,Brooklyn,120,2,15,Medium,0
40213,Brooklyn,120,2,15,Medium,20
41923,Brooklyn,120,2,15,Medium,292
29180,Brooklyn,120,1,16,Medium,150
31326,Manhattan,120,3,16,Medium,89
31892,Manhattan,120,2,16,Medium,1
33282,Manhattan,120,1,16,Medium,9
33573,Manhattan,120,2,16,Medium,0
34325,Manhattan,120,1,16,Medium,2
35043,Brooklyn,120,1,16,Medium,85
36551,Manhattan,120,2,16,Medium,365
44359,Brooklyn,120,1,16,Medium,57
227,Manhattan,120,7,17,Medium,341
1943,Manhattan,120,30,17,Medium,231
7336,Brooklyn,120,2,17,Medium,0
7434,Brooklyn,120,7,17,Medium,0
9694,Manhattan,120,5,17,Medium,28
11440,Manhattan,120,6,17,Medium,0
15394,Manhattan,120,2,17,Medium,0
22395,Brooklyn,120,20,17,Medium,59
26644,Brooklyn,120,2,17,Medium,8
27156,Brooklyn,120,5,17,Medium,0
41017,Brooklyn,120,2,17,Medium,214
1313,Manhattan,120,30,18,Medium,337
5323,Brooklyn,120,5,18,Medium,188
5862,Manhattan,120,3,18,Medium,0
9625,Manhattan,120,1,18,Medium,0
15619,Manhattan,120,30,18,Medium,189
19197,Manhattan,120,1,18,Medium,0
31371,Manhattan,120,1,18,Medium,28
31651,Manhattan,120,1,18,Medium,249
32077,Brooklyn,120,1,18,Medium,75
2834,Manhattan,120,7,19,Medium,245
6049,Brooklyn,120,2,19,Medium,11
6835,Manhattan,120,4,19,Medium,339
8992,Brooklyn,120,5,19,Medium,1
16899,Manhattan,120,1,19,Medium,360
25442,Brooklyn,120,4,19,Medium,0
38856,Brooklyn,120,4,19,Medium,8
41774,Manhattan,120,1,19,Medium,65
8584,Brooklyn,120,7,20,Medium,0
14793,Manhattan,120,5,20,Medium,34
18843,Manhattan,120,1,20,Medium,81
24733,Manhattan,120,3,20,Medium,0
26782,Manhattan,120,5,20,Medium,341
29200,Manhattan,120,3,20,Medium,55
30940,Manhattan,120,3,20,Medium,157
31856,Brooklyn,120,1,20,Medium,0
37861,Manhattan,120,1,20,Medium,357
39527,Manhattan,120,4,20,Medium,31
5223,Brooklyn,120,2,21,Medium,13
7257,Brooklyn,120,30,21,Medium,219
9533,Manhattan,120,4,21,Medium,9
16137,Brooklyn,120,2,21,Medium,0
17153,Brooklyn,120,2,21,Medium,0
17712,Brooklyn,120,1,21,Medium,0
19072,Manhattan,120,3,21,Medium,82
29911,Manhattan,120,4,21,Medium,128
1406,Brooklyn,120,3,22,Medium,189
1705,Manhattan,120,3,22,Medium,365
16553,Manhattan,120,26,22,Medium,0
20215,Manhattan,120,4,22,Medium,0
26648,Brooklyn,120,3,22,Medium,357
33192,Brooklyn,120,2,22,Medium,40
34842,Manhattan,120,3,22,Medium,10
38206,Brooklyn,120,3,22,Medium,16
588,Brooklyn,120,2,23,Medium,342
5283,Manhattan,120,1,23,Medium,0
6371,Brooklyn,120,7,23,Medium,196
6956,Manhattan,120,5,23,Medium,151
33592,Brooklyn,120,2,23,Medium,4
35940,Brooklyn,120,1,23,Medium,37
36612,Brooklyn,120,3,23,Medium,121
18731,Manhattan,120,1,24,Medium,89
42,Brooklyn,120,7,25,Medium,311
1286,Manhattan,120,10,25,Medium,129
6463,Manhattan,120,3,25,Medium,89
15388,Brooklyn,120,3,25,Medium,0
18730,Manhattan,120,1,25,Medium,89
31556,Manhattan,120,3,25,Medium,0
33687,Manhattan,120,2,25,Medium,6
34445,Manhattan,120,2,25,Medium,180
2725,Brooklyn,120,4,26,Medium,10
26982,Brooklyn,120,2,26,Medium,22
37592,Brooklyn,120,2,26,Medium,63
14,Manhattan,120,90,27,Medium,0
2010,Brooklyn,120,2,27,Medium,280
36596,Manhattan,120,2,27,Medium,188
39383,Brooklyn,120,2,27,Medium,8
7700,Manhattan,120,5,28,Medium,355
11582,Brooklyn,120,2,28,Medium,294
14333,Manhattan,120,1,28,Medium,17
32951,Manhattan,120,2,28,Medium,0
3222,Brooklyn,120,14,29,Medium,0
17491,Manhattan,120,2,29,Medium,0
21433,Manhattan,120,2,29,Medium,0
41210,Manhattan,120,1,29,Medium,198
20809,Manhattan,120,1,30,Medium,35
26292,Brooklyn,120,2,30,Medium,13
1539,Manhattan,120,4,31,Medium,0
24385,Manhattan,120,4,31,Medium,188
26837,Manhattan,120,10,31,Medium,17
29489,Brooklyn,120,4,31,Medium,296
33880,Brooklyn,120,2,31,Medium,99
39615,Manhattan,120,1,31,Medium,321
1430,Brooklyn,120,20,32,Medium,149
22722,Manhattan,120,2,32,Medium,90
25127,Manhattan,120,3,32,Medium,3
35721,Manhattan,120,2,32,Medium,264
6218,Manhattan,120,3,33,Medium,0
12692,Manhattan,120,30,33,Medium,247
14295,Manhattan,120,3,33,Medium,0
36307,Brooklyn,120,3,33,Medium,73
13718,Brooklyn,120,5,34,Medium,0
17348,Brooklyn,120,1,34,Medium,0
32138,Brooklyn,120,2,34,Medium,23
10104,Brooklyn,120,2,35,Medium,346
14600,Manhattan,120,5,35,Medium,303
25846,Manhattan,120,3,35,Medium,337
18306,Brooklyn,120,3,36,Medium,89
35952,Manhattan,120,1,36,Medium,180
37485,Brooklyn,120,1,36,Medium,334
819,Brooklyn,120,5,37,Medium,310
21669,Manhattan,120,2,37,Medium,304
24210,Brooklyn,120,28,37,Medium,70
26097,Brooklyn,120,5,37,Medium,135
33784,Manhattan,120,4,37,Medium,78
7483,Manhattan,120,3,38,Medium,178
23909,Manhattan,120,3,38,Medium,5
35739,Manhattan,120,1,38,Medium,16
3026,Brooklyn,120,7,39,Medium,50
10273,Manhattan,120,3,39,Medium,1
23838,Manhattan,120,1,39,Medium,350
37945,Brooklyn,120,1,39,Medium,196
1291,Brooklyn,120,5,40,Medium,0
36526,Brooklyn,120,2,40,Medium,13
25124,Manhattan,120,3,41,Medium,4
32237,Brooklyn,120,1,41,Medium,0
881,Brooklyn,120,2,42,Medium,238
15784,Brooklyn,120,4,43,Medium,243
38302,Brooklyn,120,3,43,Medium,56
15991,Manhattan,120,2,44,Medium,96
36641,Manhattan,120,1,44,Medium,4
22269,Brooklyn,120,3,45,Medium,295
25474,Brooklyn,120,4,45,Medium,44
30142,Brooklyn,120,2,45,Medium,19
19719,Manhattan,120,6,46,Medium,40
22111,Manhattan,120,6,47,Medium,40
26185,Manhattan,120,1,47,Medium,365
17441,Brooklyn,120,2,48,Medium,53
25268,Brooklyn,120,2,48,Medium,227
372,Manhattan,120,5,49,Medium,201
26878,Brooklyn,120,1,49,Medium,276
186,Brooklyn,120,3,51,Medium,250
5401,Manhattan,120,10,51,Medium,64
10597,Brooklyn,120,30,51,Medium,202
35362,Brooklyn,120,2,51,Medium,232
12949,Manhattan,120,5,52,Medium,323
32713,Manhattan,120,1,52,Medium,40
37142,Manhattan,120,1,52,Medium,31
17758,Brooklyn,120,4,53,Medium,15
18121,Manhattan,120,3,53,Medium,197
26816,Brooklyn,120,2,54,Medium,90
28703,Brooklyn,120,2,55,Medium,86
8383,Brooklyn,120,2,56,Medium,314
19633,Brooklyn,120,2,56,Medium,85
35541,Manhattan,120,1,56,Medium,4
32456,Manhattan,120,1,57,Medium,154
32504,Manhattan,120,3,57,Medium,48
33668,Manhattan,120,2,57,Medium,351
4243,Manhattan,120,1,58,Medium,99
33667,Manhattan,120,2,58,Medium,354
18648,Brooklyn,120,3,59,Medium,57
30050,Brooklyn,120,1,59,Medium,22
4985,Brooklyn,120,2,60,Medium,156
25717,Manhattan,120,1,61,Medium,1
1012,Brooklyn,120,6,62,Medium,15
2659,Manhattan,120,7,64,Medium,184
28358,Manhattan,120,1,64,Medium,32
807,Brooklyn,120,6,66,Medium,17
6180,Manhattan,120,3,66,Medium,295
1332,Manhattan,120,2,67,Medium,179
17776,Manhattan,120,3,68,Medium,0
29125,Manhattan,120,1,69,Medium,277
15101,Brooklyn,120,3,70,Medium,208
5601,Manhattan,120,3,71,Medium,304
12995,Brooklyn,120,3,71,Medium,200
2870,Brooklyn,120,4,72,Medium,284
26263,Manhattan,120,1,72,Medium,50
32583,Manhattan,120,1,72,Medium,53
3307,Manhattan,120,1,73,Medium,49
9351,Brooklyn,120,2,74,Medium,60
11688,Brooklyn,120,2,74,Medium,333
347,Brooklyn,120,2,75,Medium,237
31185,Manhattan,120,1,75,Medium,134
325,Brooklyn,120,14,76,Medium,343
2660,Manhattan,120,1,76,Medium,314
22306,Brooklyn,120,2,76,Medium,270
4787,Brooklyn,120,30,77,Medium,3
9224,Brooklyn,120,2,77,Medium,0
13698,Brooklyn,120,4,77,Medium,1
20963,Brooklyn,120,30,77,Medium,0
892,Manhattan,120,2,78,Medium,0
10692,Brooklyn,120,2,78,Medium,206
914,Brooklyn,120,3,79,Medium,349
1856,Manhattan,120,21,79,Medium,34
12053,Manhattan,120,5,79,Medium,307
5227,Manhattan,120,3,80,Medium,245
5229,Brooklyn,120,2,82,Medium,328
25041,Brooklyn,120,2,82,Medium,0
2232,Manhattan,120,5,83,Medium,242
29047,Brooklyn,120,2,83,Medium,346
508,Manhattan,120,2,86,Medium,268
9525,Manhattan,120,3,86,Medium,99
22715,Brooklyn,120,2,86,Medium,185
556,Brooklyn,120,4,87,Medium,263
18728,Brooklyn,120,1,87,Medium,313
24,Brooklyn,120,2,88,Medium,233
11536,Brooklyn,120,3,88,Medium,49
28274,Manhattan,120,1,88,Medium,0
23012,Manhattan,120,1,89,Medium,9
25331,Manhattan,120,1,89,Medium,149
27962,Manhattan,120,1,89,Medium,0
30336,Brooklyn,120,2,89,Medium,35
2623,Manhattan,120,3,90,Medium,173
2972,Brooklyn,120,2,92,Medium,311
10337,Brooklyn,120,2,92,Medium,54
13196,Manhattan,120,3,92,Medium,32
18005,Brooklyn,120,3,92,Medium,130
3133,Brooklyn,120,1,93,Medium,0
27459,Brooklyn,120,1,94,Medium,240
23672,Brooklyn,120,1,96,Medium,53
26593,Brooklyn,120,2,98,Medium,193
503,Manhattan,120,2,99,Medium,345
13839,Brooklyn,120,2,99,Medium,288
4498,Manhattan,120,7,100,Medium,203
351,Brooklyn,120,5,104,Medium,272
20762,Brooklyn,120,2,105,Medium,22
1376,Manhattan,120,20,107,Medium,144
19510,Manhattan,120,1,107,Medium,83
28042,Manhattan,120,1,109,Medium,0
25590,Manhattan,120,1,112,Medium,76
5675,Brooklyn,120,2,114,Medium,312
5016,Manhattan,120,3,116,Medium,261
8079,Manhattan,120,3,116,Medium,231
19585,Brooklyn,120,3,117,Medium,232
5925,Brooklyn,120,3,118,Medium,266
21886,Brooklyn,120,1,119,Medium,85
25539,Brooklyn,120,1,122,Medium,193
1166,Brooklyn,120,1,124,Medium,292
11214,Brooklyn,120,2,125,Medium,177
12089,Manhattan,120,5,125,Medium,177
21648,Brooklyn,120,3,125,Medium,61
10458,Manhattan,120,2,128,Medium,246
5744,Brooklyn,120,30,131,Medium,336
21806,Brooklyn,120,2,131,Medium,159
1644,Manhattan,120,4,132,Medium,267
6483,Manhattan,120,3,133,Medium,4
5535,Brooklyn,120,2,135,Medium,66
4326,Brooklyn,120,5,136,Medium,254
18226,Brooklyn,120,4,139,Medium,136
8213,Manhattan,120,60,140,Medium,283
13593,Brooklyn,120,2,141,Medium,215
25112,Manhattan,120,1,141,Medium,231
2845,Brooklyn,120,3,142,Medium,37
1314,Brooklyn,120,2,143,Medium,102
11119,Brooklyn,120,30,143,Medium,221
1933,Brooklyn,120,5,145,Medium,0
1375,Manhattan,120,7,149,Medium,16
6920,Brooklyn,120,2,149,Medium,0
12641,Brooklyn,120,3,152,Medium,180
18232,Manhattan,120,2,154,Medium,266
129,Manhattan,120,3,155,Medium,213
2418,Brooklyn,120,3,155,Medium,18
18612,Brooklyn,120,2,157,Medium,68
2017,Brooklyn,120,2,163,Medium,161
244,Manhattan,120,4,171,Medium,353
4579,Brooklyn,120,5,175,Medium,56
2948,Manhattan,120,4,182,Medium,72
11772,Brooklyn,120,3,184,Medium,262
26309,Brooklyn,120,1,187,Medium,318
3878,Brooklyn,120,2,193,Medium,292
16692,Brooklyn,120,2,193,Medium,254
7363,Brooklyn,120,3,194,Medium,213
10004,Brooklyn,120,1,205,Medium,349
11870,Manhattan,120,1,206,Medium,278
3155,Brooklyn,120,3,207,Medium,237
4364,Manhattan,120,2,209,Medium,283
4589,Manhattan,120,3,214,Medium,197
2635,Brooklyn,120,1,226,Medium,274
417,Brooklyn,120,3,232,Medium,221
1427,Brooklyn,120,3,254,Medium,271
7469,Brooklyn,120,1,282,Medium,187
2247,Manhattan,120,1,360,Medium,240
4386,Manhattan,120,1,365,Medium,174
113,Brooklyn,120,30,467,Medium,192
20804,Manhattan,119,7,11,Medium,0
28049,Brooklyn,119,1,11,Medium,364
41242,Brooklyn,119,3,11,Medium,24
6673,Manhattan,119,10,12,Medium,0
9760,Brooklyn,119,5,12,Medium,0
17913,Brooklyn,119,1,12,Medium,140
18056,Manhattan,119,30,12,Medium,339
19033,Manhattan,119,2,12,Medium,124
22802,Manhattan,119,1,12,Medium,0
23511,Brooklyn,119,3,12,Medium,50
31036,Manhattan,119,2,12,Medium,0
33425,Manhattan,119,2,12,Medium,5
11196,Brooklyn,119,4,13,Medium,0
12935,Brooklyn,119,5,13,Medium,3
26385,Brooklyn,119,1,14,Medium,78
28046,Brooklyn,119,1,14,Medium,363
38656,Manhattan,119,2,15,Medium,12
16722,Manhattan,119,2,16,Medium,0
2149,Manhattan,119,3,17,Medium,0
30654,Manhattan,119,3,17,Medium,86
21012,Brooklyn,119,4,18,Medium,0
40759,Manhattan,119,1,18,Medium,302
6457,Brooklyn,119,4,19,Medium,0
28037,Brooklyn,119,1,19,Medium,135
28050,Brooklyn,119,1,19,Medium,355
28047,Brooklyn,119,1,20,Medium,354
3112,Brooklyn,119,2,23,Medium,311
35127,Brooklyn,119,4,23,Medium,31
16964,Brooklyn,119,1,24,Medium,313
37178,Manhattan,119,2,24,Medium,120
29595,Brooklyn,119,5,25,Medium,77
28052,Brooklyn,119,1,26,Medium,363
2971,Manhattan,119,2,27,Medium,325
10246,Brooklyn,119,2,27,Medium,154
36345,Manhattan,119,1,27,Medium,5
38542,Brooklyn,119,2,28,Medium,3
25473,Brooklyn,119,1,29,Medium,180
35097,Manhattan,119,1,29,Medium,103
3989,Manhattan,119,2,32,Medium,0
36786,Brooklyn,119,1,32,Medium,276
39754,Manhattan,119,3,32,Medium,239
32893,Manhattan,119,1,35,Medium,156
12260,Brooklyn,119,8,37,Medium,85
1810,Brooklyn,119,5,42,Medium,0
29208,Manhattan,119,3,42,Medium,54
32894,Manhattan,119,1,42,Medium,120
5100,Brooklyn,119,2,43,Medium,0
33109,Brooklyn,119,2,46,Medium,81
659,Manhattan,119,1,49,Medium,0
5561,Manhattan,119,1,49,Medium,84
23258,Brooklyn,119,2,51,Medium,160
27106,Manhattan,119,1,52,Medium,159
21140,Manhattan,119,9,53,Medium,15
29959,Brooklyn,119,3,54,Medium,240
37066,Manhattan,119,1,58,Medium,0
17978,Brooklyn,119,3,63,Medium,18
31789,Brooklyn,119,1,63,Medium,0
13463,Brooklyn,119,2,82,Medium,0
7382,Brooklyn,119,2,83,Medium,217
1411,Brooklyn,119,2,85,Medium,338
8340,Brooklyn,119,4,91,Medium,316
23708,Brooklyn,119,2,94,Medium,279
1520,Manhattan,119,1,96,Medium,0
2515,Manhattan,119,4,106,Medium,23
10508,Brooklyn,119,4,115,Medium,26
19671,Manhattan,119,1,117,Medium,365
19848,Manhattan,119,6,117,Medium,207
22010,Manhattan,119,1,120,Medium,147
14963,Brooklyn,119,3,121,Medium,280
8118,Brooklyn,119,3,126,Medium,0
13598,Manhattan,119,1,134,Medium,0
14168,Manhattan,119,2,134,Medium,66
16392,Manhattan,119,4,136,Medium,17
1016,Brooklyn,119,3,137,Medium,296
3701,Manhattan,119,2,146,Medium,265
14282,Brooklyn,119,4,148,Medium,111
19567,Brooklyn,119,2,152,Medium,14
10480,Brooklyn,119,1,171,Medium,236
11540,Brooklyn,119,2,174,Medium,65
5511,Brooklyn,119,2,209,Medium,241
21506,Manhattan,118,2,16,Medium,24
17457,Brooklyn,118,3,20,Medium,33
33714,Brooklyn,118,1,20,Medium,285
34413,Manhattan,118,3,21,Medium,10
6542,Brooklyn,118,30,29,Medium,295
23760,Manhattan,118,3,29,Medium,0
33482,Brooklyn,118,1,29,Medium,288
3103,Manhattan,118,5,51,Medium,201
21358,Manhattan,118,1,95,Medium,224
23314,Manhattan,118,3,103,Medium,17
2074,Manhattan,118,30,116,Medium,228
1226,Manhattan,118,3,141,Medium,13
9882,Manhattan,118,2,259,Medium,47
21888,Brooklyn,117,30,11,Medium,324
30054,Brooklyn,117,2,14,Medium,0
21892,Manhattan,117,180,15,Medium,332
16366,Brooklyn,117,2,17,Medium,0
29136,Brooklyn,117,1,24,Medium,328
2392,Brooklyn,117,2,43,Medium,88
32389,Brooklyn,117,1,48,Medium,108
21151,Manhattan,117,3,67,Medium,99
5201,Brooklyn,117,1,82,Medium,280
20505,Brooklyn,117,2,88,Medium,349
5184,Brooklyn,117,5,105,Medium,6
11262,Manhattan,117,28,125,Medium,29
7106,Manhattan,117,3,126,Medium,66
3356,Manhattan,117,5,221,Medium,163
27376,Manhattan,116,3,15,Medium,0
22561,Manhattan,116,3,16,Medium,0
10177,Brooklyn,116,2,17,Medium,329
39515,Manhattan,116,3,17,Medium,0
40427,Manhattan,116,3,17,Medium,42
586,Brooklyn,116,29,22,Medium,335
24392,Manhattan,116,1,28,Medium,0
39753,Manhattan,116,2,28,Medium,99
3017,Manhattan,116,1,43,Medium,0
5390,Brooklyn,116,28,45,Medium,35
20732,Brooklyn,116,1,55,Medium,0
26018,Brooklyn,116,2,58,Medium,0
31463,Manhattan,116,1,95,Medium,280
21114,Brooklyn,116,31,99,Medium,295
9264,Manhattan,116,2,101,Medium,42
2234,Brooklyn,116,4,112,Medium,127
7708,Manhattan,116,2,129,Medium,89
5749,Brooklyn,116,2,148,Medium,0
19639,Brooklyn,116,1,213,Medium,314
48,Brooklyn,115,3,11,Medium,0
4382,Manhattan,115,7,11,Medium,4
21167,Manhattan,115,7,11,Medium,0
23721,Manhattan,115,6,11,Medium,67
34171,Manhattan,115,55,11,Medium,204
35048,Brooklyn,115,3,11,Medium,165
944,Manhattan,115,30,12,Medium,0
1766,Brooklyn,115,4,12,Medium,0
2769,Brooklyn,115,4,12,Medium,0
9095,Manhattan,115,30,12,Medium,331
10414,Manhattan,115,30,12,Medium,239
13353,Manhattan,115,28,12,Medium,77
23547,Manhattan,115,3,12,Medium,7
31294,Manhattan,115,2,12,Medium,0
40221,Manhattan,115,2,12,Medium,33
40576,Manhattan,115,1,12,Medium,0
8768,Brooklyn,115,4,13,Medium,18
17954,Manhattan,115,5,13,Medium,0
28852,Manhattan,115,2,14,Medium,3
18963,Manhattan,115,1,15,Medium,7
34658,Brooklyn,115,1,15,Medium,48
40092,Manhattan,115,3,15,Medium,116
5230,Manhattan,115,1,16,Medium,365
5515,Manhattan,115,4,16,Medium,0
32579,Manhattan,115,2,16,Medium,81
41908,Manhattan,115,1,16,Medium,217
26583,Manhattan,115,3,17,Medium,0
27929,Brooklyn,115,2,17,Medium,0
889,Manhattan,115,3,18,Medium,31
7345,Manhattan,115,30,18,Medium,311
9865,Manhattan,115,2,18,Medium,0
11194,Manhattan,115,30,18,Medium,37
15246,Manhattan,115,2,18,Medium,3
24480,Manhattan,115,2,18,Medium,0
38559,Manhattan,115,3,18,Medium,255
32922,Manhattan,115,3,19,Medium,189
38339,Manhattan,115,3,19,Medium,0
40988,Brooklyn,115,1,19,Medium,345
42295,Manhattan,115,1,19,Medium,37
43154,Brooklyn,115,1,19,Medium,74
1986,Brooklyn,115,2,20,Medium,282
17168,Manhattan,115,3,20,Medium,15
38851,Manhattan,115,1,20,Medium,67
26159,Brooklyn,115,1,22,Medium,0
38845,Brooklyn,115,3,22,Medium,44
38925,Manhattan,115,1,22,Medium,33
12555,Brooklyn,115,5,24,Medium,179
18124,Manhattan,115,8,24,Medium,196
1783,Brooklyn,115,2,25,Medium,89
135,Manhattan,115,29,26,Medium,12
30043,Manhattan,115,4,26,Medium,16
10649,Brooklyn,115,3,27,Medium,166
13825,Brooklyn,115,3,27,Medium,56
21014,Manhattan,115,2,27,Medium,363
41629,Manhattan,115,1,27,Medium,94
7116,Manhattan,115,1,28,Medium,6
11378,Brooklyn,115,5,28,Medium,347
23791,Manhattan,115,1,28,Medium,0
2326,Manhattan,115,3,29,Medium,339
16614,Manhattan,115,2,30,Medium,3
23692,Brooklyn,115,3,30,Medium,3
36587,Manhattan,115,1,31,Medium,1
35486,Brooklyn,115,3,32,Medium,168
5695,Manhattan,115,3,33,Medium,11
14649,Brooklyn,115,3,33,Medium,20
25871,Manhattan,115,1,33,Medium,0
34730,Brooklyn,115,3,34,Medium,249
22681,Manhattan,115,2,36,Medium,3
29888,Brooklyn,115,3,37,Medium,13
31163,Manhattan,115,1,37,Medium,128
13258,Brooklyn,115,4,38,Medium,0
26999,Manhattan,115,3,38,Medium,0
36732,Brooklyn,115,3,38,Medium,131
14795,Brooklyn,115,28,39,Medium,3
30265,Brooklyn,115,2,39,Medium,90
8108,Brooklyn,115,3,40,Medium,18
23404,Manhattan,115,2,42,Medium,38
4423,Brooklyn,115,30,43,Medium,78
12421,Brooklyn,115,3,43,Medium,0
34126,Manhattan,115,2,43,Medium,72
14642,Brooklyn,115,2,44,Medium,126
32497,Manhattan,115,4,44,Medium,38
31618,Brooklyn,115,3,45,Medium,75
15312,Manhattan,115,4,46,Medium,0
20418,Brooklyn,115,5,47,Medium,91
33925,Brooklyn,115,2,50,Medium,322
913,Brooklyn,115,3,51,Medium,327
7085,Brooklyn,115,5,51,Medium,8
30567,Manhattan,115,1,53,Medium,0
1379,Brooklyn,115,3,54,Medium,3
4072,Brooklyn,115,3,54,Medium,188
16520,Brooklyn,115,5,54,Medium,105
37788,Manhattan,115,1,54,Medium,0
23941,Manhattan,115,1,56,Medium,325
2522,Brooklyn,115,2,57,Medium,288
3388,Manhattan,115,7,57,Medium,125
5340,Brooklyn,115,2,59,Medium,337
33787,Manhattan,115,1,59,Medium,194
7323,Brooklyn,115,2,60,Medium,0
1330,Brooklyn,115,4,61,Medium,15
19851,Manhattan,115,3,61,Medium,137
21413,Brooklyn,115,2,63,Medium,140
912,Brooklyn,115,3,64,Medium,333
4853,Manhattan,115,3,64,Medium,211
5596,Brooklyn,115,3,64,Medium,0
